Cause of Death,Community Area,Community Area Name,Cumulative Deaths 2006 - 2010,Cumulative Deaths Rank,Average Annual Deaths 2006 - 2010,Average Crude Rate 2006 - 2010,Average Crude Rate Lower CI,Average Crude Rate Upper CI,Crude Rate Rank,Average Adjusted Rate 2006 - 2010,Average Adjusted Rate Lower CI,Average Adjusted Rate Upper CI,Adjusted Rate Rank,Average Annual Years of Potential Life Lost (YPLL) Rate 2006 - 2010,YPLL Rate RANK,WARNING
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",34,Armour Square,24,48,5,36.6,23.5,54.5,14,25.5,16.3,36.6,29,98,46,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",35,Douglas,47,17,9,47.3,34.8,62.9,3,39.7,29,52,7,300,8,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",36,Oakland,5,77,1,16.8,5.5,39.2,45,20.8,6.6,43,48,146,36,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",37,Fuller Park,6,74,1,40.2,14.8,87.5,9,30,10.9,58.5,22,259,14,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",38,Grand Boulevard,26,41,5,22.5,14.7,33,30,21.3,13.9,30.3,41,188,27,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",39,Kenwood,19,56,4,21.2,12.8,33.1,34,18,10.8,26.9,52,73,55,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",40,Washington Park,13,64,3,21.3,11.3,36.4,33,30.3,15.9,49.4,19,269,11,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",41,Hyde Park,16,59,3,12.1,6.9,19.6,62,11.2,6.4,17.3,71,29,74,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",42,Woodlawn,43,21,9,35.2,25.5,47.4,17,39.6,28.6,52.4,8,201,25,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",43,South Shore,86,2,17,31.9,25.5,39.4,20,31.2,24.9,38.2,18,263,13,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",44,Chatham,66,10,13,40.9,31.6,52,8,30.1,23.2,37.9,21,239,17,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",45,Avalon Park,23,49,5,44.3,28.1,66.5,6,32,20.1,46.6,15,468,1,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",46,South Chicago,60,12,12,36.7,28,47.2,13,38.5,29.3,48.9,9,375,3,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",47,Burnside,8,72,2,53.5,23.1,105.4,1,45.7,19.4,83,2,385,2,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",48,Calumet Heights,32,37,6,44.9,30.7,63.4,4,30.2,20.4,41.9,20,208,21,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",50,Pullman,15,61,3,39.2,21.9,64.7,10,41.9,23,66.4,5,336,5,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",51,South Deering,37,29,7,47.8,33.7,65.9,2,46.2,32.4,62.4,1,286,9,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",52,East Side,26,41,5,22.4,14.6,32.8,31,25.2,16.5,35.8,33,106,43,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",53,West Pullman,53,15,11,34.1,25.5,44.6,18,42.7,31.4,55.7,4,336,5,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",54,Riverdale,6,74,1,16.8,6.2,36.6,45,32.9,11.8,64.6,12,141,38,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",55,Hegewisch,12,66,2,25.3,13.1,44.2,25,20.7,10.6,34.1,49,208,21,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",56,Garfield Ridge,34,34,7,19.5,13.5,27.2,39,14.6,10.1,20,64,142,37,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",57,Archer Heights,7,73,1,10.6,4.3,21.8,67,12.1,4.8,22.5,70,59,62,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",58,Brighton Park,20,55,4,8.8,5.4,13.6,72,17.1,10.4,25.5,56,41,69,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",59,McKinley Park,12,66,2,15.3,7.9,26.7,51,23,11.8,37.8,37,61,61,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",60,Bridgeport,19,56,4,11.8,7.1,18.4,64,13.8,8.3,20.8,68,57,63,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",61,New City,41,23,8,17.9,12.8,24.3,43,32.9,23.2,44.2,12,180,29,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",62,West Elsdon,11,69,2,12.4,6.2,22.2,60,15,7.4,25.2,62,37,72,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",63,Gage Park,25,46,5,12.6,8.2,18.6,59,26.2,16.7,37.8,28,101,44,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",64,Clearing,19,56,4,16.5,9.9,25.8,48,15.7,9.4,23.5,59,74,53,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",65,West Lawn,26,41,5,16,10.5,23.4,49,21.6,14,30.7,40,75,52,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",66,Chicago Lawn,45,18,9,15.8,11.5,21.1,50,25.3,18.2,33.5,31,202,24,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",67,West Englewood,54,13,11,28.8,21.6,37.6,22,31.7,23.7,40.8,16,273,10,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",68,Englewood,68,8,14,41.8,32.5,53,7,45.4,35.2,56.8,3,332,7,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",69,Greater Grand Crossing,75,6,15,44.4,34.9,55.7,5,38,29.8,47.3,10,269,11,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",70,Ashburn,43,21,9,21.1,15.3,28.4,35,24,17.3,31.7,35,166,32,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",71,Auburn Gresham,80,4,16,31.9,25.3,39.7,20,29,23,35.8,23,206,23,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",72,Beverly,15,61,3,14.7,8.2,24.2,52,14.2,7.8,22.5,67,155,34,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",73,Washington Heights,50,16,10,36.8,27.3,48.5,12,27.4,20.3,35.7,27,220,19,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",74,Mount Greenwood,22,51,4,23.1,14.5,35,28,21.8,13.6,31.9,39,147,35,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",75,Morgan Park,41,23,8,35.5,25.5,48.2,16,28,20,37.4,26,233,18,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",76,O'Hare,13,64,3,20.6,11,35.2,37,17.8,9.5,28.8,54,38,71,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",77,Edgewater,31,38,6,10.8,7.3,15.3,66,10.9,7.4,15.2,74,51,65,
"Kidney disease (nephritis, nephrotic syndrome and nephrosis)",0,Chicago,2678,,536,19.6,18.9,20.3,,22.9,22,23.8,,138,,
Liver disease and cirrhosis,1,Rogers Park,26,14,5,9.2,6,13.5,37,11.5,7.4,16.6,28,167,39,
Liver disease and cirrhosis,2,West Ridge,27,13,5,7.5,4.9,10.9,52,7.7,5,10.9,49,98,61,
Liver disease and cirrhosis,3,Uptown,40,5,8,13.8,9.9,18.8,9,14.6,10.4,19.4,15,271,10,
Liver disease and cirrhosis,4,Lincoln Square,19,28,4,9.4,5.7,14.7,36,10.4,6.2,15.6,37,204,23,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,5,North Center,11,49,2,6.9,3.4,12.3,54,11.2,5.5,19,30,53,69,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,6,Lake View,24,18,5,5.1,3.3,7.6,66,7.2,4.5,10.4,55,118,58,
Liver disease and cirrhosis,7,Lincoln Park,16,37,3,5,2.9,8.1,67,7.3,4.1,11.4,53,62,67,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,8,Near North Side,21,22,4,5.3,3.3,8.1,63,5.1,3.1,7.5,66,127,54,
Liver disease and cirrhosis,9,Edison Park,9,54,2,16.1,7.4,30.6,5,13,5.9,22.9,22,201,25,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,10,Norwood Park,18,33,4,9.7,5.7,15.3,33,7.3,4.3,11.2,53,136,51,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,11,Jefferson Park,14,42,3,11,6,18.5,23,9.4,5.1,15,42,177,30,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,12,Forest Glen,5,61,1,5.4,1.8,12.6,62,4.5,1.4,9.3,67,84,62,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,13,North Park,3,67,1,3.3,0.7,9.6,71,2.6,0.5,6.2,73,41,72,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,14,Albany Park,23,20,5,8.7,5.5,13.1,41,11,6.9,16,35,181,29,
Liver disease and cirrhosis,15,Portage Park,43,3,9,13.4,9.7,18,11,13.1,9.5,17.4,21,269,11,
Liver disease and cirrhosis,16,Irving Park,25,15,5,9.2,6,13.6,37,10.3,6.6,14.8,38,176,31,
Liver disease and cirrhosis,17,Dunning,21,22,4,10,6.2,15.3,30,8.9,5.5,13.2,45,249,13,
Liver disease and cirrhosis,18,Montclaire,4,65,1,6,1.6,15.4,60,5.9,1.6,12.9,58,65,66,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,19,Belmont Cragin,48,1,10,12.2,9,16.2,16,15.7,11.5,20.6,10,253,12,
Liver disease and cirrhosis,20,Hermosa,13,46,3,10.2,5.4,17.4,29,13,6.7,21.4,22,232,14,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,21,Avondale,29,10,6,14.5,9.7,20.8,8,17.9,11.8,25.1,5,292,8,
Liver disease and cirrhosis,22,Logan Square,45,2,9,12,8.8,16.1,20,18.8,13.5,24.9,3,206,22,
Liver disease and cirrhosis,23,Humboldt park,24,18,5,8.2,5.3,12.2,45,11.1,6.9,16.4,31,175,32,
Lung cancer,25,Austin,331,1,66,64.7,57.7,71.7,21,69.6,62.1,77.6,9,756,4,
Liver disease and cirrhosis,24,West Town,36,6,7,8.6,6,11.9,42,12.4,8.6,16.9,24,174,33,
Liver disease and cirrhosis,25,Austin,42,4,8,8.2,5.9,11.1,45,8.5,6,11.3,48,163,40,
Liver disease and cirrhosis,26,West Garfield Park,14,42,3,14.7,8,24.7,7,16.1,8.8,25.6,8,283,9,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,27,East Garfield Park,5,61,1,4.8,1.6,11.2,69,5.3,1.7,11,63,120,56,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,28,Near West Side,17,36,3,6.4,3.7,10.2,59,9,5.1,14,43,128,53,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,29,North Lawndale,18,33,4,9.7,5.7,15.3,33,11.1,6.5,16.8,31,202,24,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,30,South Lawndale,34,7,7,8.3,5.7,11.6,44,13.9,9.4,19.4,16,168,38,
Liver disease and cirrhosis,31,Lower West Side,20,26,4,10.7,6.5,16.5,24,15.7,9.3,23.7,10,217,18,
Liver disease and cirrhosis,32,Loop,3,67,1,2.2,0.5,6.4,75,2,0.3,4.9,75,50,70,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,33,Near South Side,3,67,1,3.2,0.7,9.4,72,3.8,0.8,9,71,45,71,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,34,Armour Square,5,61,1,7.6,2.5,17.7,51,5.4,1.7,11,61,32,73,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,35,Douglas,18,33,4,18.1,10.7,28.6,2,18.1,10.6,27.7,4,316,5,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,36,Oakland,0,76,0,0,0,,76,0,,,76,0,76,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,37,Fuller Park,1,74,0,6.7,0.2,37.3,57,5.2,0.1,19.1,65,122,55,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,38,Grand Boulevard,14,42,3,12.1,6.6,20.3,18,12.2,6.7,19.5,26,174,33,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,39,Kenwood,6,60,1,6.7,2.5,14.6,57,6.6,2.4,12.8,57,142,49,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,40,Washington Park,3,67,1,4.9,1,14.3,68,5.5,1.1,13.2,60,120,56,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,41,Hyde Park,3,67,1,2.3,0.5,6.7,74,2.5,0.5,6.2,74,27,75,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,42,Woodlawn,13,46,3,10.7,5.7,18.3,24,11.7,6.2,19,27,194,26,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,43,South Shore,22,21,4,8.2,5.1,12.4,45,7.7,4.8,11.2,49,155,43,
Liver disease and cirrhosis,44,Chatham,12,48,2,7.4,3.8,12.9,53,5.9,3,9.7,58,107,60,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,45,Avalon Park,2,72,0,3.9,0.5,14.1,70,2.7,0.3,7.5,72,29,74,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,46,South Chicago,15,41,3,9.2,5.1,15.2,37,9,5,14.1,43,145,47,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,47,Burnside,0,76,0,0,0,,76,0,,,76,0,76,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,48,Calumet Heights,4,65,1,5.6,1.5,14.3,61,4,1.1,8.9,70,78,63,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,49,Roseland,19,28,4,8.2,4.9,12.8,45,7.4,4.4,11.1,52,159,42,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,50,Pullman,2,72,0,5.2,0.6,18.8,65,4.1,0.5,11.3,68,72,65,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,51,South Deering,8,55,2,10.3,4.4,20.3,27,11.1,4.7,20.2,31,297,7,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,52,East Side,16,37,3,13.8,7.9,22.4,9,16.2,9.2,25.1,7,131,52,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,53,West Pullman,16,37,3,10.3,5.9,16.7,27,9.9,5.6,15.4,39,192,27,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,54,Riverdale,1,74,0,2.8,0.1,15.6,73,4.1,0.1,15.2,68,75,64,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,55,Hegewisch,10,53,2,21.1,10.1,38.8,1,18.9,9,32.4,2,395,1,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,56,Garfield Ridge,28,11,6,16.1,10.7,23.3,5,15.1,10,21.2,13,355,2,
Liver disease and cirrhosis,57,Archer Heights,8,55,2,12.1,5.2,23.8,18,14.9,6.4,26.9,14,169,36,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Liver disease and cirrhosis,58,Brighton Park,19,28,4,8.4,5.1,13.1,43,11.4,6.8,17.3,29,189,28,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
